participant_id,filename,image_datetime,date,foods_detected,estimated_portions,estimated_protein_g,estimated_carbs_g,estimated_fat_g,estimated_calories_kcal,confidence,uncertainty_notes,provider,model,status,error_message,validation_flags,cache_hit
p01,IMG_9263.jpeg,2020-03-03 18:03:14,2020-03-03,"[""cheesecake dessert""]","[{""name"": ""cheesecake dessert"", ""estimated_portion_g"": 120.0}]",5.0,35.0,20.0,340.0,medium,"plated dessert consisting of a creamy base, crumb crust, fruit garnish, and piped decorations, plate scale unavailable | The dessert appears to be a plated mousse or cheesecake-style item garnished with fruit and crumbs.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9264.jpeg,2020-03-03 18:12:17,2020-03-03,"[""dark chocolate squares with gold decor"", ""canneles de Bordeaux"", ""sugar-coated fruit jellies (pate de fruit)""]","[{""name"": ""dark chocolate squares with gold decor"", ""estimated_portion_g"": 30.0}, {""name"": ""canneles de Bordeaux"", ""estimated_portion_g"": 40.0}, {""name"": ""sugar-coated fruit jellies (pate de fruit)"", ""estimated_portion_g"": 25.0}]",3.0,56.0,16.0,380.0,medium,"three chocolate pieces, estimated weight based on typical luxury chocolate sizes | two miniature canneles, estimated weight | small sugar-dusted confectionaries | A small selection of fine dessert confections served on a reflective tray.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9265.jpeg,2020-03-04 08:26:21,2020-03-04,"[""cheese topped bread roll""]","[{""name"": ""cheese topped bread roll"", ""estimated_portion_g"": 120.0}]",12.0,60.0,8.0,360.0,high,estimated based on typical bakery bread roll size and standard nutritional profiles for cheese-topped white bread | A single cheese-topped bread roll served on wrapping paper.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9266.jpeg,2020-03-04 08:51:50,2020-03-04,"[""Coca-Cola Original"", ""Chocolate-covered marzipan log""]","[{""name"": ""Coca-Cola Original"", ""estimated_portion_g"": 355.0}, {""name"": ""Chocolate-covered marzipan log"", ""estimated_portion_g"": 25.0}]",1.5,52.0,8.0,286.0,high,Standard 12oz can size | Visual size estimation based on reference to soda can | A can of Coca-Cola next to a small piece of chocolate-coated marzipan.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9268.jpeg,2020-03-04 12:20:24,2020-03-04,"[""lamb curry"", ""yellow rice"", ""naan bread""]","[{""name"": ""lamb curry"", ""estimated_portion_g"": 250.0}, {""name"": ""yellow rice"", ""estimated_portion_g"": 150.0}, {""name"": ""naan bread"", ""estimated_portion_g"": 60.0}]",44.0,85.0,32.0,804.0,medium,mixed dish | partly hidden | plate scale unavailable | The meal consists of a meat-heavy curry dish served over yellow rice with pieces of naan bread on the side.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9269.jpeg,2020-03-04 22:09:10,2020-03-04,"[""green grapes""]","[{""name"": ""green grapes"", ""estimated_portion_g"": 30.0}]",0.2,5.4,0.1,23.3,high,"six green grapes, size estimation based on average grape weight | Six green grapes on a dark surface.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9270.jpeg,2020-03-05 08:37:37,2020-03-05,"[""Coca-Cola"", ""Crispbread with chocolate spread""]","[{""name"": ""Coca-Cola"", ""estimated_portion_g"": 330.0}, {""name"": ""Crispbread with chocolate spread"", ""estimated_portion_g"": 40.0}]",2.5,57.0,6.0,292.0,high,standard 330ml can | two pieces of crispbread with estimated 15g chocolate spread each | A snack consisting of a standard can of regular Coca-Cola and two pieces of crispbread topped with chocolate hazelnut spread.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9271.jpeg,2020-03-05 10:05:29,2020-03-05,"[""Orange""]","[{""name"": ""Orange"", ""estimated_portion_g"": 130.0}]",1.2,15.4,0.2,68.2,high,grid paper scale reference | Single whole orange on grid paper,google_gemini,gemini-3.5-flash-lite,success,,,False
p01,IMG_9273.jpeg,2020-03-05 14:04:22,2020-03-05,"[""Roast chicken"", ""Roasted baby potatoes"", ""Corn and tomato salad""]","[{""name"": ""Roast chicken"", ""estimated_portion_g"": 120.0}, {""name"": ""Roasted baby potatoes"", ""estimated_portion_g"": 90.0}, {""name"": ""Corn and tomato salad"", ""estimated_portion_g"": 70.0}]",32.0,32.0,9.5,341.5,medium,"plate scale unavailable | cooking oil unknown | mixed dish | A bowl containing roast chicken, roasted potatoes, and a corn and tomato salad with cucumber.",google_gemini,gemini-3.5-flash-lite,success,,,False
p01,IMG_9274.jpeg,2020-03-05 14:57:53,2020-03-05,"[""apple""]","[{""name"": ""apple"", ""estimated_portion_g"": 180.0}]",0.5,25.0,0.3,104.7,high,Size estimated based on common apple dimensions; no scale provided. | A single raw whole apple.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9275.jpeg,2020-03-05 16:10:22,2020-03-05,"[""Whole grain crispbread with chocolate spread"", ""Coca-Cola""]","[{""name"": ""Whole grain crispbread with chocolate spread"", ""estimated_portion_g"": 50.0}, {""name"": ""Coca-Cola"", ""estimated_portion_g"": 330.0}]",3.5,65.0,6.0,328.0,high,Two pieces of crispbread topped with chocolate hazelnut spread. | Standard 330ml can. | A light snack consisting of two crispbreads with chocolate spread and a can of cola.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9278.jpeg,2020-03-06 07:55:32,2020-03-06,"[""Delicato Punschrulle"", ""Litago Sjokolademelk"", ""Tine Go'morgen Mango og Bananyoghurt med fruktmüsli""]","[{""name"": ""Delicato Punschrulle"", ""estimated_portion_g"": 30.0}, {""name"": ""Litago Sjokolademelk"", ""estimated_portion_g"": 250.0}, {""name"": ""Tine Go'morgen Mango og Bananyoghurt med fruktmüsli"", ""estimated_portion_g"": 195.0}]",17.1,78.1,12.4,492.4,high,standard single serve portion | estimated from typical 250ml carton size | based on label net weight | All items identified by product labels in the image.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9280.jpeg,2020-03-06 12:05:13,2020-03-06,"[""roasted chicken leg quarter"", ""boiled baby potatoes"", ""spring rolls with sweet chili sauce""]","[{""name"": ""roasted chicken leg quarter"", ""estimated_portion_g"": 180.0}, {""name"": ""boiled baby potatoes"", ""estimated_portion_g"": 100.0}, {""name"": ""spring rolls with sweet chili sauce"", ""estimated_portion_g"": 80.0}]",41.0,42.0,26.5,570.5,high,"plate scale unavailable, skin-on | two small potatoes visible | deep fried, includes sauce coating | A plate containing a roasted chicken leg, two boiled baby potatoes, and two spring rolls drizzled with sauce.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9281.jpeg,2020-03-06 12:07:19,2020-03-06,"[""Coca-Cola Classic""]","[{""name"": ""Coca-Cola Classic"", ""estimated_portion_g"": 355.0}]",0.0,39.0,0.0,156.0,high,standard 12 fl oz can | A single can of original Coca-Cola.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9282.jpeg,2020-03-06 19:39:38,2020-03-06,"[""Coca-Cola""]","[{""name"": ""Coca-Cola"", ""estimated_portion_g"": 150.0}]",0.0,16.0,0.0,64.0,high,estimated volume of glass | A glass of Coca-Cola with the bottle shown next to it.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9283.jpeg,2020-03-06 22:07:35,2020-03-06,"[""cooked ground beef"", ""avocado"", ""tomato"", ""cucumber"", ""flour tortilla""]","[{""name"": ""cooked ground beef"", ""estimated_portion_g"": 150.0}, {""name"": ""avocado"", ""estimated_portion_g"": 50.0}, {""name"": ""tomato"", ""estimated_portion_g"": 40.0}, {""name"": ""cucumber"", ""estimated_portion_g"": 40.0}, {""name"": ""flour tortilla"", ""estimated_portion_g"": null}]",39.8,7.0,32.0,475.2,high,"visible in pan, estimated serving size based on volume | partial avocado visible on plate | chopped tomatoes visible on plate | sliced cucumber visible on plate | package shown but actual tortillas are not visible on plate | Ingredients for wraps are visible, with ground meat in a pan and fresh vegetables on a plate. Tortillas are shown as a package but not currently being consumed.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9285.jpeg,2020-03-07 12:12:37,2020-03-07,"[""Salami slices on bread with butter"", ""Milk""]","[{""name"": ""Salami slices on bread with butter"", ""estimated_portion_g"": 85.0}, {""name"": ""Milk"", ""estimated_portion_g"": 200.0}]",18.5,25.0,25.0,399.0,medium,"mixed dish, includes salami, bread, and likely butter layer | volume estimated from glass size | Breakfast consisting of a salami open-faced sandwich and a glass of milk.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9286.jpeg,2020-03-07 15:48:08,2020-03-07,"[""Granola"", ""Milk""]","[{""name"": ""Granola"", ""estimated_portion_g"": 50.0}, {""name"": ""Milk"", ""estimated_portion_g"": 150.0}]",10.0,42.5,15.0,345.0,medium,Visual estimate of standard crunchy granola clusters | Visual estimate of milk volume in bowl | Bowl of granola cereal with milk. Portion estimates assume standard bowl size.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9287.jpeg,2020-03-07 20:36:14,2020-03-07,"[""Meat pasty"", ""Cola""]","[{""name"": ""Meat pasty"", ""estimated_portion_g"": 300.0}, {""name"": ""Cola"", ""estimated_portion_g"": 250.0}]",25.0,82.0,30.0,698.0,medium,"mixed dish, filling composition estimated | plate scale unavailable | The item on the plate resembles a large meat-filled pastry, typical of a Cornish pasty or similar hand-pie. The drink is a dark soda, likely cola.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9288.jpeg,2020-03-07 23:59:56,2020-03-07,"[""Coca-Cola""]","[{""name"": ""Coca-Cola"", ""estimated_portion_g"": 350.0}]",0.0,39.0,0.0,156.0,high,estimated from a partially consumed 500ml bottle | A partially consumed bottle of Coca-Cola Original Taste.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9290.jpeg,2020-03-08 10:06:00,2020-03-08,"[""Bread with brown cheese"", ""Milk""]","[{""name"": ""Bread with brown cheese"", ""estimated_portion_g"": 180.0}, {""name"": ""Milk"", ""estimated_portion_g"": 200.0}]",18.5,55.0,22.0,492.0,medium,estimated based on 4 slices of bread and 4 slices of brunost | standard glass size estimate | Four slices of bread topped with Norwegian brown cheese (brunost) and a glass of milk.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9291.jpeg,2020-03-08 16:34:09,2020-03-08,"[""crinkle cut fries"", ""pork medallions with cream sauce"", ""Coca-Cola""]","[{""name"": ""crinkle cut fries"", ""estimated_portion_g"": 120.0}, {""name"": ""pork medallions with cream sauce"", ""estimated_portion_g"": 150.0}, {""name"": ""Coca-Cola"", ""estimated_portion_g"": 330.0}]",35.0,80.0,34.0,766.0,medium,"estimated based on a typical medium side portion | includes meat and estimated amount of sauce, plate scale unavailable | standard 330ml can volume assumed | The meal consists of crinkle-cut fries, three small pork medallions topped with a cream-based sauce, and a standard can of Coca-Cola.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9292.jpeg,2020-03-08 16:44:21,2020-03-08,"[""crinkle cut fries"", ""pork medallion with cream sauce""]","[{""name"": ""crinkle cut fries"", ""estimated_portion_g"": 120.0}, {""name"": ""pork medallion with cream sauce"", ""estimated_portion_g"": 90.0}]",23.0,43.0,28.0,516.0,medium,estimated serving size of fries | meat portion with sauce; plate scale unavailable | A small portion of crinkle-cut fries served alongside a single pork medallion topped with a light-colored herb cream sauce.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9293.jpeg,2020-03-08 22:36:49,2020-03-08,"[""granola with nuts"", ""milk""]","[{""name"": ""granola with nuts"", ""estimated_portion_g"": 60.0}, {""name"": ""milk"", ""estimated_portion_g"": 150.0}]",11.0,45.5,17.0,379.0,medium,"estimated standard serving size, bowl scale is unclear | estimated volume based on depth in bowl, fat content assumed standard whole milk | A bowl of granola with milk, likely a breakfast cereal.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9294.jpeg,2020-03-09 06:55:03,2020-03-09,"[""Whole wheat bread"", ""Ham"", ""Butter""]","[{""name"": ""Whole wheat bread"", ""estimated_portion_g"": 60.0}, {""name"": ""Ham"", ""estimated_portion_g"": 20.0}, {""name"": ""Butter"", ""estimated_portion_g"": 5.0}]",9.0,30.5,6.5,216.5,high,Two slices estimated based on standard size | One slice of deli ham | Light spread visible on the bread under the ham | A simple ham sandwich with butter. Portion sizes are estimated as the bread appears to be a standard sliced variety.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9295.jpeg,2020-03-09 06:58:17,2020-03-09,"[""milk""]","[{""name"": ""milk"", ""estimated_portion_g"": 240.0}]",8.0,12.0,8.0,152.0,high,standard glass size assumed; fat content estimated as whole milk | A single glass of milk.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9296.jpeg,2020-03-09 12:44:52,2020-03-09,"[""Roasted chicken leg quarter"", ""Small roasted potatoes"", ""Corn, tomato, and cucumber salad""]","[{""name"": ""Roasted chicken leg quarter"", ""estimated_portion_g"": 180.0}, {""name"": ""Small roasted potatoes"", ""estimated_portion_g"": 120.0}, {""name"": ""Corn, tomato, and cucumber salad"", ""estimated_portion_g"": 80.0}]",39.5,35.0,22.0,496.0,high,"standard chicken leg quarter, estimated edible portion weight | three small potatoes, roasting oil estimated | vegetable mix, dressing presence uncertain | The meal consists of a roasted chicken leg, three roasted potatoes, and a fresh salad of corn, tomatoes, and cucumbers.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9297.jpeg,2020-03-09 12:46:20,2020-03-09,"[""Coca-Cola""]","[{""name"": ""Coca-Cola"", ""estimated_portion_g"": 355.0}]",0.0,39.0,0.0,156.0,high,Standard 12oz (355ml) can size | A single can of Coca-Cola.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9298.jpeg,2020-03-09 15:54:57,2020-03-09,"[""Deli ham slices""]","[{""name"": ""Deli ham slices"", ""estimated_portion_g"": 85.0}]",14.5,1.0,3.5,93.5,medium,plate scale unavailable | Four slices of deli ham served on a small decorative plate.,google_gemini,gemini-3.5-flash-lite,success,,,False
p01,IMG_9299.jpeg,2020-03-09 18:18:38,2020-03-09,"[""hot dog""]","[{""name"": ""hot dog"", ""estimated_portion_g"": 110.0}]",12.0,28.0,15.0,295.0,high,"Includes bun, sausage, and condiments. Estimates based on standard size. | A single hot dog with sesame seed bun, mustard, and ketchup.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9300.jpeg,2020-03-09 22:57:59,2020-03-09,"[""ham and cheese pizza slice""]","[{""name"": ""ham and cheese pizza slice"", ""estimated_portion_g"": 100.0}]",11.0,26.0,9.0,229.0,high,"Single slice of pizza, plate scale unavailable | A single slice of pizza topped with ham and cheese on a star-patterned plate.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9301.jpeg,2020-03-10 06:29:52,2020-03-10,"[""banana"", ""whole wheat bread""]","[{""name"": ""banana"", ""estimated_portion_g"": 120.0}, {""name"": ""whole wheat bread"", ""estimated_portion_g"": 30.0}]",4.8,40.5,1.4,193.8,high,average medium banana size | single slice estimate | A single banana and a single slice of whole wheat bread.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9302.jpeg,2020-03-10 09:42:56,2020-03-10,"[""Yogurt with granola/toppings"", ""Coca-Cola""]","[{""name"": ""Yogurt with granola/toppings"", ""estimated_portion_g"": 150.0}, {""name"": ""Coca-Cola"", ""estimated_portion_g"": 330.0}]",6.0,57.0,4.0,288.0,high,"standard single-serving container size | standard 330ml can size | A standard yogurt container with a separate compartment for granola or toppings, accompanied by a 330ml can of Coca-Cola.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9303.jpeg,2020-03-10 11:54:14,2020-03-10,"[""ground meat sauce with cheese"", ""mixed salad greens, tomato, and corn""]","[{""name"": ""ground meat sauce with cheese"", ""estimated_portion_g"": 180.0}, {""name"": ""mixed salad greens, tomato, and corn"", ""estimated_portion_g"": 80.0}]",26.0,14.0,20.0,340.0,medium,"estimated based on bowl size | estimated visible portion | A bowl containing ground meat, likely a bolognese style sauce, topped with shredded cheese and a side of fresh greens, tomatoes, and corn.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9304.jpeg,2020-03-10 17:20:13,2020-03-10,"[""orange""]","[{""name"": ""orange"", ""estimated_portion_g"": 150.0}]",1.4,18.0,0.2,79.39999999999999,high,estimated based on typical medium orange size | A single whole orange.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9305.jpeg,2020-03-10 19:50:32,2020-03-10,"[""ham and cream cheese on rye bread"", ""milk""]","[{""name"": ""ham and cream cheese on rye bread"", ""estimated_portion_g"": 180.0}, {""name"": ""milk"", ""estimated_portion_g"": 200.0}]",28.6,38.0,25.0,491.4,high,"two slices of rye bread, two slices of ham, and visible cream cheese base | glass size estimate | A simple meal consisting of two open-faced sandwiches with ham and cream cheese, served with a glass of milk.",google_gemini,gemini-3.1-flash-lite,success,,,True
